日期,河名,站名,水位,流量,含沙量
2023-03-12,黄河,刘家峡蓄水量,1733.36,(37.8)亿,-
2023-03-12,黄河,刘家峡出库,-,376,-
2023-03-12,黄河,兰州,1510.22,459,-
2023-03-12,黄河,下河沿,1228.96,496,-
2023-03-12,黄河,石嘴山,1084.99,449,-
2023-03-12,黄河,巴彦高勒,1048.43,239,-
2023-03-12,黄河,三湖河口,1016.37,391,-
2023-03-12,黄河,包头,1002.37,863,-
2023-03-12,黄河,头道拐,987.75,950,-
2023-03-12,黄河,万家寨蓄水量,967.56,(3.28)亿,-
2023-03-12,黄河,万家寨上出库,-,1060,-
2023-03-12,黄河,万家寨下,899.77,1060,-
2023-03-12,黄河,府谷,807.45,771,-
2023-03-12,黄河,吴堡,636.99,1280,-
2023-03-12,黄河,龙门,377.36,484,-
2023-03-12,汾河,河津,369.29,1.55,-
2023-03-12,北洛河,状头,360.59,3.72,-
2023-03-12,泾河,张家山,419.73,8.49,-
2023-03-12,渭河,咸阳,372.84,28.2,-
2023-03-12,渭河,华县(二),338.09,114,-
2023-03-12,黄河,潼关,325.78,763,-
2023-03-12,黄河,史家滩蓄水量,317.46,(5.80)亿,-
2023-03-12,黄河,三门峡,272.85,343,-
2023-03-12,黄河,小浪底上蓄水量,262.09,(61.1)亿,-
2023-03-12,黄河,小浪底,132.84,365,-
2023-03-12,伊河,东湾,-,-,-
2023-03-12,伊河,陆浑坝上蓄水量,313.74,(4.52)亿,-
2023-03-12,伊河,陆浑坝上出库,-,-,-
2023-03-12,伊河,龙门镇,146.87,2.95,-
2023-03-12,洛河,卢氏,-,-,-
2023-03-12,洛河,故县水库蓄水量,527.62,(5.13)亿,-
2023-03-12,洛河,故县水库出库,-,-,-
2023-03-12,洛河,长水（二）,377.98,38.5,-
2023-03-12,洛河,白马寺,113.13,42.9,-
2023-03-12,伊洛河,黑石关,107.68,35.9,-
2023-03-12,丹河,山路坪,-,-,-
2023-03-12,沁河,五龙口,-,-,-
2023-03-12,沁河,武陟,98.33,9.85,-
2023-03-12,黄河,花园口,88.87,765,-
2023-03-12,黄河,夹河滩,71.33,760,-
2023-03-12,黄河,高村,57.44,604,-
2023-03-12,黄河,孙口,42.48,642,-
2023-03-12,大汶河,戴村坝,-,-,-
2023-03-12,东平湖,东平湖老湖蓄水量,41.26,(4.96)亿,-
2023-03-12,大汶河,出湖闸,-,-,-
2023-03-12,黄河,艾山,35.42,563,-
2023-03-12,黄河,泺口,23.82,517,-
2023-03-12,黄河,利津,8.17,303,-
2023-03-13,黄河,唐乃亥,2670.66,207,-
2023-03-13,黄河,龙羊峡入库,-,217,-
2023-03-13,黄河,龙羊峡蓄水量,2582.13,(174)亿,-
2023-03-13,黄河,龙羊峡出库,-,489,-
2023-03-13,黄河,刘家峡入库,-,567,-
2023-03-13,黄河,刘家峡蓄水量,1733.39,(37.8)亿,-
2023-03-13,黄河,刘家峡出库,-,402,-
2023-03-13,黄河,兰州,1510.2,450,-
2023-03-13,黄河,下河沿,1228.93,484,-
2023-03-13,黄河,石嘴山,1085.01,458,-
2023-03-13,黄河,巴彦高勒,1048.36,232,-
2023-03-13,黄河,三湖河口,1016.3,321,-
2023-03-13,黄河,包头,1002.04,566,-
2023-03-13,黄河,头道拐,987.66,932,-
2023-03-13,黄河,万家寨蓄水量,968.55,(3.46)亿,-
2023-03-13,黄河,万家寨上出库,-,1030,-
2023-03-13,黄河,万家寨下,899.73,1030,-
2023-03-13,黄河,府谷,807.61,843,-
2023-03-13,黄河,吴堡,636.5,755,-
2023-03-13,黄河,龙门,378.29,1210,-
2023-03-13,汾河,河津,-,-,-
2023-03-13,北洛河,状头,360.65,6.62,-
2023-03-13,泾河,张家山,419.73,8.49,-
2023-03-13,渭河,咸阳,374.38,49.2,-
2023-03-13,渭河,华县(二),337.88,79.4,-
2023-03-13,黄河,潼关,325.6,598,-
2023-03-13,黄河,史家滩蓄水量,317.67,(6)亿,-
2023-03-13,黄河,三门峡,273.11,443,-
2023-03-13,黄河,小浪底上蓄水量,261.96,(60.8)亿,-
2023-03-13,黄河,小浪底,133.65,890,-
2023-03-13,伊河,东湾,-,-,-
2023-03-13,伊河,陆浑坝上蓄水量,313.68,(4.50)亿,-
2023-03-13,伊河,陆浑坝上出库,-,-,-
2023-03-13,伊河,龙门镇,146.87,2.95,-
2023-03-13,洛河,卢氏,-,-,-
2023-03-13,洛河,故县水库蓄水量,527.55,(5.13)亿,-
2023-03-13,洛河,故县水库出库,-,-,-
2023-03-13,洛河,长水（二）,377.96,36.5,-
2023-03-13,洛河,白马寺,115.11,45.9,-
2023-03-13,伊洛河,黑石关,107.49,33.3,-
2023-03-13,丹河,山路坪,-,-,-
2023-03-13,沁河,五龙口,-,-,-
2023-03-13,沁河,武陟,98.3,8.93,-
2023-03-13,黄河,花园口,88.85,821,-
2023-03-13,黄河,夹河滩,71.32,750,-
2023-03-13,黄河,高村,57.62,711,-
2023-03-13,黄河,孙口,42.48,626,-
2023-03-13,大汶河,戴村坝,-,-,-
2023-03-13,东平湖,东平湖老湖蓄水量,41.28,(4.99)亿,-
2023-03-13,大汶河,出湖闸,-,-,-
2023-03-13,黄河,艾山,35.43,567,-
2023-03-13,黄河,泺口,23.76,488,-
2023-03-13,黄河,利津,8.21,309,-
2023-03-15,黄河,唐乃亥,2670.7,218,-
2023-03-15,黄河,龙羊峡入库,-,215,-
2023-03-15,黄河,龙羊峡蓄水量,2581.95,(173)亿,-
2023-03-15,黄河,龙羊峡出库,-,578,-
2023-03-15,黄河,刘家峡入库,-,546,-
2023-03-15,黄河,刘家峡蓄水量,1733.53,(38)亿,-
2023-03-15,黄河,刘家峡出库,-,411,-
2023-03-15,黄河,兰州,1510.05,392,-
2023-03-15,黄河,下河沿,1228.88,465,-
2023-03-15,黄河,石嘴山,1085.09,500,-
2023-03-15,黄河,巴彦高勒,1048.34,230,-
2023-03-15,黄河,三湖河口,1016.15,348,-
2023-03-15,黄河,包头,1001.66,414,-
2023-03-15,黄河,头道拐,987.05,722,-
2023-03-15,黄河,万家寨蓄水量,968.29,(3.41)亿,-
2023-03-15,黄河,万家寨上出库,-,1250,-
2023-03-15,黄河,万家寨下,900.01,1250,-
2023-03-15,黄河,府谷,807.34,723,-
2023-03-15,黄河,吴堡,637.02,1320,-
2023-03-15,黄河,龙门,377.88,869,-
2023-03-15,汾河,河津,369.37,2.37,-
2023-03-15,北洛河,状头,360.53,1.92,-
2023-03-15,泾河,张家山,419.76,9.78,-
2023-03-15,渭河,咸阳,374.44,52,-
2023-03-15,渭河,华县(二),337.54,41,-
2023-03-15,黄河,潼关,325.95,951,-
2023-03-15,黄河,史家滩蓄水量,317.77,(6.10)亿,-
2023-03-15,黄河,三门峡,274.52,1210,-
2023-03-15,黄河,小浪底上蓄水量,261.99,(60.9)亿,-
2023-03-15,黄河,小浪底,133.1,530,-
2023-03-15,伊河,东湾,-,-,-
2023-03-15,伊河,陆浑坝上蓄水量,313.54,(4.46)亿,-
2023-03-15,伊河,陆浑坝上出库,-,-,-
2023-03-15,伊河,龙门镇,146.88,3.07,-
2023-03-15,洛河,卢氏,-,-,-
2023-03-15,洛河,故县水库蓄水量,527.61,(5.13)亿,-
2023-03-15,洛河,故县水库出库,-,-,-
2023-03-15,洛河,长水（二）,377.43,2.99,-
2023-03-15,洛河,白马寺,117.56,39.2,-
2023-03-15,伊洛河,黑石关,107.15,29.2,-
2023-03-15,丹河,山路坪,-,-,-
2023-03-15,沁河,五龙口,140.54,13.2,-
2023-03-15,沁河,武陟,98.32,9.54,-
2023-03-15,黄河,花园口,88.8,780,-
2023-03-15,黄河,夹河滩,71.28,710,-
2023-03-15,黄河,高村,57.49,632,-
2023-03-15,黄河,孙口,42.58,670,-
2023-03-15,大汶河,戴村坝,-,-,-
2023-03-15,东平湖,东平湖老湖蓄水量,41.32,(5.05)亿,-
2023-03-15,大汶河,出湖闸,-,-,-
2023-03-15,黄河,艾山,35.46,576,-
2023-03-15,黄河,泺口,23.74,480,-
2023-03-15,黄河,利津,8.29,287,-
2023-03-16,黄河,唐乃亥,2670.73,227,-
2023-03-16,黄河,龙羊峡入库,-,219,-
2023-03-16,黄河,龙羊峡蓄水量,2581.85,(173)亿,-
2023-03-16,黄河,龙羊峡出库,-,652,-
2023-03-16,黄河,刘家峡入库,-,706,-
2023-03-16,黄河,刘家峡蓄水量,1733.76,(38.3)亿,-
2023-03-16,黄河,刘家峡出库,-,405,-
2023-03-16,黄河,兰州,1510.04,388,-
2023-03-16,黄河,下河沿,1228.75,420,-
2023-03-16,黄河,石嘴山,1085.08,495,-
2023-03-16,黄河,巴彦高勒,1048.74,355,-
2023-03-16,黄河,三湖河口,1016.02,271,-
2023-03-16,黄河,包头,1001.54,377,-
2023-03-16,黄河,头道拐,986.76,441,-
2023-03-16,黄河,万家寨蓄水量,966.67,(3.13)亿,-
2023-03-16,黄河,万家寨上出库,-,504,-
2023-03-16,黄河,万家寨下,898.87,504,-
2023-03-16,黄河,府谷,808.5,1350,-
2023-03-16,黄河,吴堡,636.11,503,-
2023-03-16,黄河,龙门,378.25,1170,-
2023-03-16,汾河,河津,369.4,3.47,-
2023-03-16,北洛河,状头,360.64,6.08,-
2023-03-16,泾河,张家山,419.78,10.6,-
2023-03-16,渭河,咸阳,374.42,50.9,-
2023-03-16,渭河,华县(二),337.57,34,-
2023-03-16,黄河,潼关,326.02,1030,-
2023-03-16,黄河,史家滩蓄水量,317.68,(6.01)亿,-
2023-03-16,黄河,三门峡,274.74,1380,-
2023-03-16,黄河,小浪底上蓄水量,262.09,(61.1)亿,-
2023-03-16,黄河,小浪底,133.93,1080,-
2023-03-16,伊河,东湾,-,-,-
2023-03-16,伊河,陆浑坝上蓄水量,313.49,(4.44)亿,-
2023-03-16,伊河,陆浑坝上出库,-,-,-
2023-03-16,伊河,龙门镇,146.87,2.95,-
2023-03-16,洛河,卢氏,-,-,-
2023-03-16,洛河,故县水库蓄水量,527.64,(5.14)亿,-
2023-03-16,洛河,故县水库出库,-,-,-
2023-03-16,洛河,长水（二）,377.44,3.16,-
2023-03-16,洛河,白马寺,117.76,39,-
2023-03-16,伊洛河,黑石关,107.17,29.5,-
2023-03-16,丹河,山路坪,-,-,-
2023-03-16,沁河,五龙口,-,-,-
2023-03-16,沁河,武陟,98.29,8.56,-
2023-03-16,黄河,花园口,88.75,741,-
2023-03-16,黄河,夹河滩,71.24,668,-
2023-03-16,黄河,高村,57.51,645,-
2023-03-16,黄河,孙口,42.57,665,-
2023-03-16,大汶河,戴村坝,-,-,-
2023-03-16,东平湖,东平湖老湖蓄水量,41.32,(5.05)亿,-
2023-03-16,大汶河,出湖闸,-,-,-
2023-03-16,黄河,艾山,35.48,583,-
2023-03-16,黄河,泺口,23.92,569,-
2023-03-16,黄河,利津,8.16,268,-
2023-03-17,黄河,唐乃亥,2670.74,230,-
2023-03-17,黄河,龙羊峡入库,-,219,-
2023-03-17,黄河,龙羊峡蓄水量,2581.73,(172)亿,-
2023-03-17,黄河,龙羊峡出库,-,606,-
2023-03-17,黄河,刘家峡入库,-,712,-
2023-03-17,黄河,刘家峡蓄水量,1733.91,(38.5)亿,-
2023-03-17,黄河,刘家峡出库,-,412,-
2023-03-17,黄河,兰州,1509.96,360,-
2023-03-17,黄河,下河沿,1228.84,451,-
2023-03-17,黄河,石嘴山,1085.18,555,-
2023-03-17,黄河,巴彦高勒,1048.72,351,-
2023-03-17,黄河,三湖河口,1016.02,283,-
2023-03-17,黄河,包头,1001.43,329,-
2023-03-17,黄河,头道拐,986.58,421,-
2023-03-17,黄河,万家寨蓄水量,968.15,(3.38)亿,-
2023-03-17,黄河,万家寨上出库,-,419,-
2023-03-17,黄河,万家寨下,898.7,419,-
2023-03-17,黄河,府谷,806.35,336,-
2023-03-17,黄河,吴堡,637,1300,-
2023-03-17,黄河,龙门,377.5,615,-
2023-03-17,汾河,河津,369.38,3.12,-
2023-03-17,北洛河,状头,360.53,1.92,-
2023-03-17,泾河,张家山,419.78,10.6,-
2023-03-17,渭河,咸阳,374.38,49.2,-
2023-03-17,渭河,华县(二),338.02,104,-
2023-03-17,黄河,潼关,326.19,1220,-
2023-03-17,黄河,史家滩蓄水量,317.72,(6.05)亿,-
2023-03-17,黄河,三门峡,274.47,1180,-
2023-03-17,黄河,小浪底上蓄水量,262.15,(61.2)亿,-
2023-03-17,黄河,小浪底,133.44,758,-
2023-03-17,伊河,东湾,-,-,-
2023-03-17,伊河,陆浑坝上蓄水量,313.5,(4.44)亿,-
2023-03-17,伊河,陆浑坝上出库,-,-,-
2023-03-17,伊河,龙门镇,146.92,3.80,-
2023-03-17,洛河,卢氏,-,-,-
2023-03-17,洛河,故县水库蓄水量,527.67,(5.14)亿,-
2023-03-17,洛河,故县水库出库,-,-,-
2023-03-17,洛河,长水（二）,377.44,3.16,-
2023-03-17,洛河,白马寺,118.09,31.2,-
2023-03-17,伊洛河,黑石关,107.31,31,-
2023-03-17,丹河,山路坪,-,-,-
2023-03-17,沁河,五龙口,-,-,-
2023-03-17,沁河,武陟,98.34,10.2,-
2023-03-17,黄河,花园口,88.83,786,-
2023-03-17,黄河,夹河滩,71.28,710,-
2023-03-17,黄河,高村,57.5,638,-
2023-03-17,黄河,孙口,42.66,708,-
2023-03-17,大汶河,戴村坝,-,-,-
2023-03-17,东平湖,东平湖老湖蓄水量,41.32,(5.05)亿,-
2023-03-17,大汶河,出湖闸,-,-,-
2023-03-17,黄河,艾山,35.35,541,-
2023-03-17,黄河,泺口,23.77,496,-
2023-03-17,黄河,利津,8.19,249,-
2023-03-18,黄河,唐乃亥,2670.72,224,-
2023-03-18,黄河,龙羊峡入库,-,231,-
2023-03-18,黄河,龙羊峡蓄水量,2581.67,(172)亿,-
2023-03-18,黄河,龙羊峡出库,-,565,-
2023-03-18,黄河,刘家峡入库,-,833,-
2023-03-18,黄河,刘家峡蓄水量,1734.18,(38.9)亿,-
2023-03-18,黄河,刘家峡出库,-,395,-
2023-03-18,黄河,兰州,1510.41,550,-
2023-03-18,黄河,下河沿,1228.8,437,-
2023-03-18,黄河,石嘴山,1085.16,537,-
2023-03-18,黄河,巴彦高勒,1048.96,391,-
2023-03-18,黄河,三湖河口,1016.05,274,-
2023-03-18,黄河,包头,1001.4,323,-
2023-03-18,黄河,头道拐,986.36,360,-
2023-03-18,黄河,万家寨蓄水量,967.66,(3.30)亿,-
2023-03-18,黄河,万家寨上出库,-,448,-
2023-03-18,黄河,万家寨下,898.76,448,-
2023-03-18,黄河,府谷,806.05,254,-
2023-03-18,黄河,吴堡,636.02,460,-
2023-03-18,黄河,龙门,378.28,1220,-
2023-03-18,汾河,河津,369.79,10.7,-
2023-03-18,北洛河,状头,360.54,2.10,-
2023-03-18,泾河,张家山,419.75,9.35,-
2023-03-18,渭河,咸阳,374.4,50,-
2023-03-18,渭河,华县(二),338.13,124,-
2023-03-18,黄河,潼关,325.85,765,-
2023-03-18,黄河,史家滩蓄水量,317.5,(5.84)亿,-
2023-03-18,黄河,三门峡,274.72,1370,-
2023-03-18,黄河,小浪底上蓄水量,262.3,(61.6)亿,-
2023-03-18,黄河,小浪底,133.61,866,-
2023-03-18,伊河,东湾,-,-,-
2023-03-18,伊河,陆浑坝上蓄水量,313.48,(4.44)亿,-
2023-03-18,伊河,陆浑坝上出库,-,-,-
2023-03-18,伊河,龙门镇,146.91,3.56,-
2023-03-18,洛河,卢氏,-,-,-
2023-03-18,洛河,故县水库蓄水量,527.71,(5.15)亿,-
2023-03-18,洛河,故县水库出库,-,-,-
2023-03-18,洛河,长水（二）,377.44,3.16,-
2023-03-18,洛河,白马寺,118.29,34.7,-
2023-03-18,伊洛河,黑石关,107.39,32,-
2023-03-18,丹河,山路坪,-,-,-
2023-03-18,沁河,五龙口,-,-,-
2023-03-18,沁河,武陟,98.37,11.1,-
2023-03-18,黄河,花园口,88.78,743,-
2023-03-18,黄河,夹河滩,71.34,770,-
2023-03-18,黄河,高村,57.55,668,-
2023-03-18,黄河,孙口,42.56,660,-
2023-03-18,大汶河,戴村坝,-,-,-
2023-03-18,东平湖,东平湖老湖蓄水量,41.32,(5.05)亿,-
2023-03-18,大汶河,出湖闸,-,-,-
2023-03-18,黄河,艾山,35.41,560,-
2023-03-18,黄河,泺口,23.76,492,-
2023-03-18,黄河,利津,8.16,245,-
2023-03-19,黄河,唐乃亥,2670.74,230,-
2023-03-19,黄河,龙羊峡入库,-,239,-
2023-03-19,黄河,龙羊峡蓄水量,2581.62,(172)亿,-
2023-03-19,黄河,龙羊峡出库,-,432,-
2023-03-19,黄河,刘家峡入库,-,555,-
2023-03-19,黄河,刘家峡蓄水量,1734.32,(39)亿,-
2023-03-19,黄河,刘家峡出库,-,419,-
2023-03-19,黄河,兰州,1510.15,425,-
2023-03-19,黄河,下河沿,1229.04,527,-
2023-03-19,黄河,石嘴山,1085.1,505,-
2023-03-19,黄河,巴彦高勒,1048.98,403,-
2023-03-19,黄河,三湖河口,1016.15,343,-
2023-03-19,黄河,包头,1001.37,317,-
2023-03-19,黄河,头道拐,986.3,347,-
2023-03-19,黄河,万家寨蓄水量,967.13,(3.21)亿,-
2023-03-19,黄河,万家寨上出库,-,544,-
2023-03-19,黄河,万家寨下,898.95,544,-
2023-03-19,黄河,府谷,807.03,557,-
2023-03-19,黄河,吴堡,635.64,299,-
2023-03-19,黄河,龙门,377.48,601,-
2023-03-19,汾河,河津,369.9,12.9,-
2023-03-19,北洛河,状头,360.49,1.31,-
2023-03-19,泾河,张家山,419.8,11.5,-
2023-03-19,渭河,咸阳,374.36,48.4,-
2023-03-19,渭河,华县(二),337.85,74.3,-
2023-03-19,黄河,潼关,326.26,1280,-
2023-03-19,黄河,史家滩蓄水量,317.27,(5.63)亿,-
2023-03-19,黄河,三门峡,273.63,674,-
2023-03-19,黄河,小浪底上蓄水量,262.44,(61.9)亿,-
2023-03-19,黄河,小浪底,133.44,758,-
2023-03-19,伊河,东湾,-,-,-
2023-03-19,伊河,陆浑坝上蓄水量,313.47,(4.43)亿,-
2023-03-19,伊河,陆浑坝上出库,-,-,-
2023-03-19,伊河,龙门镇,146.93,4.07,-
2023-03-19,洛河,卢氏,-,-,-
2023-03-19,洛河,故县水库蓄水量,527.77,(5.16)亿,-
2023-03-19,洛河,故县水库出库,-,-,-
2023-03-19,洛河,长水（二）,377.44,3.16,-
2023-03-19,洛河,白马寺,118.64,34.7,-
2023-03-19,伊洛河,黑石关,107.45,32.7,-
2023-03-19,丹河,山路坪,-,-,-
2023-03-19,沁河,五龙口,-,-,-
2023-03-19,沁河,武陟,98.4,12,-
2023-03-19,黄河,花园口,88.8,760,-
2023-03-19,黄河,夹河滩,71.32,749,-
2023-03-19,黄河,高村,57.52,650,-
2023-03-19,黄河,孙口,42.57,665,-
2023-03-19,大汶河,戴村坝,-,-,-
2023-03-19,东平湖,东平湖老湖蓄水量,41.29,(5.01)亿,-
2023-03-19,大汶河,出湖闸,-,-,-
2023-03-19,黄河,艾山,35.44,570,-
2023-03-19,黄河,泺口,23.79,507,-
2023-03-19,黄河,利津,8.08,235,-
2023-03-22,黄河,唐乃亥,2670.79,244,-
2023-03-22,黄河,龙羊峡入库,-,267,-
2023-03-22,黄河,龙羊峡蓄水量,2581.51,(171)亿,-
2023-03-22,黄河,龙羊峡出库,-,493,-
2023-03-22,黄河,刘家峡入库,-,467,-
2023-03-22,黄河,刘家峡蓄水量,1734.47,(39.2)亿,-
2023-03-22,黄河,刘家峡出库,-,633,-
2023-03-22,黄河,兰州,1510.35,518,-
2023-03-22,黄河,下河沿,1228.97,499,-
2023-03-22,黄河,石嘴山,1085.16,537,-
2023-03-22,黄河,巴彦高勒,1049,474,-
2023-03-22,黄河,三湖河口,1016.68,641,-
2023-03-22,黄河,包头,1001.55,397,-
2023-03-22,黄河,头道拐,986.27,360,-
2023-03-22,黄河,万家寨蓄水量,967.4,(3.25)亿,-
2023-03-22,黄河,万家寨上出库,-,17,-
2023-03-22,黄河,万家寨下,897.39,17,-
2023-03-22,黄河,府谷,806.02,247,-
2023-03-22,黄河,吴堡,636.39,671,-
2023-03-22,黄河,龙门,377.43,570,-
2023-03-22,汾河,河津,369.37,2.94,-
2023-03-22,北洛河,状头,360.67,7.65,-
2023-03-22,泾河,张家山,419.75,9.35,-
2023-03-22,渭河,咸阳,374.61,59.1,-
2023-03-22,渭河,华县(二),338.1,119,-
2023-03-22,黄河,潼关,325.54,500,-
2023-03-22,黄河,史家滩蓄水量,316.87,(5.28)亿,-
2023-03-22,黄河,三门峡,273.18,471,-
2023-03-22,黄河,小浪底上蓄水量,262.58,(62.2)亿,-
2023-03-22,黄河,小浪底,133.78,868,-
2023-03-22,伊河,东湾,-,-,-
2023-03-22,伊河,陆浑坝上蓄水量,313.43,(4.42)亿,-
2023-03-22,伊河,陆浑坝上出库,-,-,-
2023-03-22,伊河,龙门镇,146.88,3.07,-
2023-03-22,洛河,卢氏,-,-,-
2023-03-22,洛河,故县水库蓄水量,527.92,(5.18)亿,-
2023-03-22,洛河,故县水库出库,-,-,-
2023-03-22,洛河,长水（二）,377.39,2.46,-
2023-03-22,洛河,白马寺,112.65,8.03,-
2023-03-22,伊洛河,黑石关,107.71,36.2,-
2023-03-22,丹河,山路坪,-,-,-
2023-03-22,沁河,五龙口,-,-,-
2023-03-22,沁河,武陟,98.39,11.7,-
2023-03-22,黄河,花园口,88.97,945,-
2023-03-22,黄河,夹河滩,71.42,846,-
2023-03-22,黄河,高村,57.51,645,-
2023-03-22,黄河,孙口,42.54,590,-
2023-03-22,大汶河,戴村坝,-,-,-
2023-03-22,东平湖,东平湖老湖蓄水量,41.31,(5.04)亿,-
2023-03-22,大汶河,出湖闸,-,-,-
2023-03-22,黄河,艾山,35.41,560,-
2023-03-22,黄河,泺口,23.77,496,-
2023-03-22,黄河,利津,7.99,217,-
2023-03-23,黄河,唐乃亥,2670.79,244,-
2023-03-23,黄河,龙羊峡入库,-,253,-
2023-03-23,黄河,龙羊峡蓄水量,2581.42,(171)亿,-
2023-03-23,黄河,龙羊峡出库,-,627,-
2023-03-23,黄河,刘家峡入库,-,668,-
2023-03-23,黄河,刘家峡蓄水量,1734.41,(39.2)亿,-
2023-03-23,黄河,刘家峡出库,-,713,-
2023-03-23,黄河,兰州,1510.91,836,-
2023-03-23,黄河,下河沿,1229.42,700,-
2023-03-23,黄河,石嘴山,1085.11,510,-
2023-03-23,黄河,巴彦高勒,1049.03,494,-
2023-03-23,黄河,三湖河口,1016.73,677,-
2023-03-23,黄河,包头,1001.93,663,-
2023-03-23,黄河,头道拐,986.31,372,-
2023-03-23,黄河,万家寨蓄水量,968.43,(3.43)亿,-
2023-03-23,黄河,万家寨上出库,-,9,-
2023-03-23,黄河,万家寨下,897.29,9,-
2023-03-23,黄河,府谷,805.94,230,-
2023-03-23,黄河,吴堡,635.77,351,-
2023-03-23,黄河,龙门,377.84,767,-
2023-03-23,汾河,河津,-,-,-
2023-03-23,北洛河,状头,360.82,15.2,-
2023-03-23,泾河,张家山,419.79,11,-
2023-03-23,渭河,咸阳,374.54,51.2,-
2023-03-23,渭河,华县(二),337.98,96.5,-
2023-03-23,黄河,潼关,325.68,585,-
2023-03-23,黄河,史家滩蓄水量,316.84,(5.26)亿,-
2023-03-23,黄河,三门峡,274.77,1410,-
2023-03-23,黄河,小浪底上蓄水量,262.4,(61.8)亿,-
2023-03-23,黄河,小浪底,133.95,970,-
2023-03-23,伊河,东湾,-,-,-
2023-03-23,伊河,陆浑坝上蓄水量,313.43,(4.42)亿,-
2023-03-23,伊河,陆浑坝上出库,-,-,-
2023-03-23,伊河,龙门镇,146.98,5.72,-
2023-03-23,洛河,卢氏,-,-,-
2023-03-23,洛河,故县水库蓄水量,527.98,(5.19)亿,-
2023-03-23,洛河,故县水库出库,-,-,-
2023-03-23,洛河,长水（二）,377.4,2.57,-
2023-03-23,洛河,白马寺,112.67,18.1,-
2023-03-23,伊洛河,黑石关,107.55,34.6,-
2023-03-23,丹河,山路坪,-,-,-
2023-03-23,沁河,五龙口,-,-,-
2023-03-23,沁河,武陟,98.38,11.4,-
2023-03-23,黄河,花园口,88.92,895,-
2023-03-23,黄河,夹河滩,71.48,935,-
2023-03-23,黄河,高村,57.64,725,-
2023-03-23,黄河,孙口,42.56,603,-
2023-03-23,大汶河,戴村坝,-,-,-
2023-03-23,东平湖,东平湖老湖蓄水量,41.29,(5.01)亿,-
2023-03-23,大汶河,出湖闸,-,-,-
2023-03-23,黄河,艾山,35.41,560,-
2023-03-23,黄河,泺口,23.78,502,-
2023-03-23,黄河,利津,7.95,211,-
2023-03-24,黄河,唐乃亥,2670.81,250,-
2023-03-24,黄河,龙羊峡入库,-,270,-
2023-03-24,黄河,龙羊峡蓄水量,2581.36,(171)亿,-
2023-03-24,黄河,龙羊峡出库,-,593,-
2023-03-24,黄河,刘家峡入库,-,370,-
2023-03-24,黄河,刘家峡蓄水量,1734.14,(38.8)亿,-
2023-03-24,黄河,刘家峡出库,-,688,-
2023-03-24,黄河,兰州,1510.99,884,-
2023-03-24,黄河,下河沿,1229.59,788,-
2023-03-24,黄河,石嘴山,1085.18,548,-
2023-03-24,黄河,巴彦高勒,1049.03,494,-
2023-03-24,黄河,三湖河口,1016.43,465,-
2023-03-24,黄河,包头,1001.99,698,-
2023-03-24,黄河,头道拐,986.67,588,-
2023-03-24,黄河,万家寨蓄水量,969.27,(3.59)亿,-
2023-03-24,黄河,万家寨上出库,-,261,-
2023-03-24,黄河,万家寨下,898.36,261,-
2023-03-24,黄河,府谷,805.68,169,-
2023-03-24,黄河,吴堡,635.57,270,-
2023-03-24,黄河,龙门,377.37,491,-
2023-03-24,汾河,河津,-,-,-
2023-03-24,北洛河,状头,360.64,4.80,-
2023-03-24,泾河,张家山,419.85,14.2,-
2023-03-24,渭河,咸阳,374.87,62,-
2023-03-24,渭河,华县(二),338.06,112,-
2023-03-24,黄河,潼关,325.96,860,-
2023-03-24,黄河,史家滩蓄水量,316.73,(5.16)亿,-
2023-03-24,黄河,三门峡,273.4,570,-
2023-03-24,黄河,小浪底上蓄水量,262.36,(61.7)亿,-
2023-03-24,黄河,小浪底,133.27,562,-
2023-03-24,伊河,东湾,-,-,-
2023-03-24,伊河,陆浑坝上蓄水量,313.41,(4.41)亿,-
2023-03-24,伊河,陆浑坝上出库,-,-,-
2023-03-24,伊河,龙门镇,146.91,3.56,-
2023-03-24,洛河,卢氏,-,-,-
2023-03-24,洛河,故县水库蓄水量,528.03,(5.20)亿,-
2023-03-24,洛河,故县水库出库,-,-,-
2023-03-24,洛河,长水（二）,377.4,2.57,-
2023-03-24,洛河,白马寺,112.54,5.88,-
2023-03-24,伊洛河,黑石关,107.29,30.6,-
2023-03-24,丹河,山路坪,-,-,-
2023-03-24,沁河,五龙口,-,-,-
2023-03-24,沁河,武陟,98.4,12,-
2023-03-24,黄河,花园口,88.86,837,-
2023-03-24,黄河,夹河滩,71.4,856,-
2023-03-24,黄河,高村,57.63,718,-
2023-03-24,黄河,孙口,42.64,666,-
2023-03-24,大汶河,戴村坝,-,-,-
2023-03-24,东平湖,东平湖老湖蓄水量,41.31,(5.04)亿,-
2023-03-24,大汶河,出湖闸,-,-,-
2023-03-24,黄河,艾山,35.53,599,-
2023-03-24,黄河,泺口,23.88,554,-
2023-03-24,黄河,利津,7.91,205,-
2023-03-25,黄河,唐乃亥,2670.81,250,-
2023-03-25,黄河,龙羊峡入库,-,268,-
2023-03-25,黄河,龙羊峡蓄水量,2581.25,(171)亿,-
2023-03-25,黄河,龙羊峡出库,-,591,-
2023-03-25,黄河,刘家峡入库,-,613,-
2023-03-25,黄河,刘家峡蓄水量,1734.08,(38.7)亿,-
2023-03-25,黄河,刘家峡出库,-,704,-
