日期,市,市(县),站名,时间,水位,警戒水位,水势
2023-04-15,韶关市,仁化县,瑶山(坝上),2023-04-1523时,74.53,,涨
2023-04-15,韶关市,仁化县,瑶山(坝下),2023-04-1523时,67.04,,落
2023-04-15,韶关市,仁化县,瑶山,2023-04-1523时,67.04,,落
2023-04-15,韶关市,仁化县,东光,2023-04-1523时,136.49,,平
2023-04-15,韶关市,仁化县,蓝屋,2023-04-1523时,192.12,,落
2023-04-15,韶关市,仁化县,猴子坪,2023-04-1523时,96.45,,落
2023-04-15,韶关市,韶关市浈江区,高夫,2023-04-1523时,72.64,,平
2023-04-15,韶关市,韶关市浈江区,瑶前,2023-04-1523时,60.27,,平
2023-04-15,韶关市,乐昌市,三星坪,2023-04-1523时,154.24,,落
2023-04-15,韶关市,乐昌市,乐昌峡(下),2023-04-1523时,97.05,,涨
2023-04-15,韶关市,乐昌市,乐昌(二),2023-04-1523时,86.63,87.20,落
2023-04-15,韶关市,乳源瑶族自治县,桂头（水位）,2023-04-1523时,68.15,,平
2023-04-15,韶关市,韶关市浈江区,犁市(二),2023-04-1523时,60.14,,涨
2023-04-15,韶关市,韶关市浈江区,西河桥,2023-04-1523时,52.52,,涨
2023-04-15,韶关市,乐昌市,麦坪,2023-04-1523时,153.02,,涨
2023-04-15,韶关市,乐昌市,赤溪(四),2023-04-1523时,188.66,,平
2023-04-15,韶关市,乐昌市,田头（三）,2023-04-1523时,150.50,,平
2023-04-15,韶关市,乐昌市,后洞,2023-04-1523时,101.88,,落
2023-04-15,韶关市,乐昌市,和村,2023-04-1523时,87.15,,平
2023-04-15,韶关市,乳源瑶族自治县,钓鱼台,2023-04-1523时,75.99,,涨
2023-04-15,韶关市,韶关市武江区,重阳,2023-04-1523时,62.38,,平
2023-04-15,韶关市,乳源瑶族自治县,侯公渡,2023-04-1523时,71.98,,平
2023-04-15,韶关市,韶关市武江区,龙归,2023-04-1523时,48.42,,涨
2023-04-15,韶关市,韶关市武江区,多田,2023-04-1523时,95.57,,涨
2023-04-15,韶关市,曲江区,马坝,2023-04-1523时,56.29,,平
2023-04-15,韶关市,曲江区,樟市,2023-04-1523时,48.83,,涨
2023-04-15,韶关市,翁源县,滃江,2023-04-1523时,94.05,,落
2023-04-15,韶关市,翁源县,水口（翁源）,2023-04-1523时,124.67,,落
2023-04-15,韶关市,翁源县,龙仙,2023-04-1523时,128.40,,涨
2023-04-15,韶关市,翁源县,周陂,2023-04-1523时,122.63,,平
2023-04-15,韶关市,翁源县,下陂,2023-04-1523时,148.62,,涨
2023-04-15,珠海市,珠海市香洲区,担杆头,2023-04-1523时,17.30,,平
2023-04-15,珠海市,珠海市斗门区,左扒口闸,2023-04-1523时,0.11,,平
2023-04-15,汕头市,汕头市潮南区,鹅地,2023-04-1523时,9.57,,平
2023-04-15,汕头市,汕头市潮阳区,铜盂水闸,2023-04-1523时,0.37,,涨
2023-04-15,汕头市,汕头市潮南区,上东浦,2023-04-1523时,-0.08,,平
2023-04-15,汕头市,汕头市潮南区,西湖,2023-04-1523时,2.40,,平
2023-04-15,汕头市,汕头市潮阳区,港底村,2023-04-1523时,-0.44,,落
2023-04-15,汕头市,汕头市潮阳区,神仙里,2023-04-1522时,0.10,,平
2023-04-15,佛山市,佛山市禅城区,澜石(小布),2023-04-1522时,0.84,4.00,落
2023-04-15,佛山市,佛山市禅城区,陶瓷城,2023-04-1522时,0.00,,平
2023-04-15,佛山市,佛山市南海区,沧江,2023-04-1523时,0.41,,落
2023-04-15,佛山市,佛山市顺德区,容奇(二),2023-04-1523时,0.19,2.70,落
2023-04-15,佛山市,佛山市三水区,三水(二),2023-04-1523时,0.67,7.50,落
2023-04-15,佛山市,佛山市三水区,西南,2023-04-1523时,0.68,,落
2023-04-15,佛山市,佛山市南海区,狮山,2023-04-1523时,0.75,,落
2023-04-15,佛山市,佛山市南海区,三多,2023-04-1523时,0.66,4.90,落
2023-04-15,佛山市,佛山市南海区,民乐,2023-04-1523时,0.68,,落
2023-04-15,佛山市,佛山市禅城区,紫洞,2023-04-1523时,0.67,5.30,落
2023-04-15,佛山市,佛山市禅城区,沙口闸外,2023-04-1523时,0.67,,落
2023-04-15,佛山市,佛山市南海区,新基,2023-04-1523时,0.02,,涨
2023-04-15,佛山市,佛山市禅城区,沙口闸内,2023-04-1523时,0.76,,涨
2023-04-15,佛山市,佛山市禅城区,汾江,2023-04-1523时,0.74,,落
2023-04-15,佛山市,佛山市南海区,五斗,2023-04-1523时,0.47,2.50,落
2023-04-15,佛山市,佛山市顺德区,勒竹,2023-04-1523时,0.39,,落
2023-04-15,佛山市,佛山市禅城区,塱沙路,2023-04-1523时,0.00,,平
2023-04-15,佛山市,佛山市禅城区,东海国际,2023-04-1523时,0.01,,落
2023-04-15,佛山市,佛山市禅城区,佛山大桥南,2023-04-1523时,0.00,,平
2023-04-15,佛山市,佛山市禅城区,佛大北门,2023-04-1523时,0.00,,平
2023-04-15,佛山市,佛山市禅城区,亲仁路,2023-04-1523时,0.05,,平
2023-04-15,佛山市,佛山市禅城区,南善里,2023-04-1523时,0.00,,平
2023-04-15,佛山市,佛山市禅城区,汾江中路,2023-04-1523时,0.00,,平
2023-04-15,佛山市,佛山市禅城区,岭南天地,2023-04-1523时,0.00,,平
2023-04-15,佛山市,佛山市禅城区,田边村,2023-04-1523时,0.02,,平
2023-04-15,佛山市,佛山市禅城区,佛山大道,2023-04-1523时,0.00,,平
2023-04-15,佛山市,佛山市禅城区,金澜南路,2023-04-1523时,0.00,,平
2023-04-15,佛山市,佛山市禅城区,湖景路,2023-04-1523时,0.04,,平
2023-04-15,佛山市,佛山市禅城区,石头市场,2023-04-1523时,0.00,,平
2023-04-15,佛山市,佛山市禅城区,港口路,2023-04-1523时,0.03,,平
2023-04-15,佛山市,佛山市顺德区,府又社区,2023-04-1523时,0.00,,平
2023-04-15,佛山市,佛山市顺德区,文海隧道,2023-04-1523时,0.00,,平
2023-04-15,佛山市,佛山市高明区,三达路,2023-04-1523时,0.00,,平
2023-04-15,佛山市,佛山市高明区,文峰西路,2023-04-1523时,0.02,,平
2023-04-15,佛山市,佛山市顺德区,甘竹(一),2023-04-1523时,0.37,4.80,落
2023-04-15,佛山市,佛山市三水区,大塘,2023-04-1523时,1.02,,涨
2023-04-15,佛山市,佛山市三水区,海丰村,2023-04-1523时,1.28,,涨
2023-04-15,佛山市,佛山市三水区,黄塘,2023-04-1523时,0.69,,涨
2023-04-15,佛山市,佛山市三水区,芦苞(二),2023-04-1523时,0.95,9.50,涨
2023-04-15,佛山市,佛山市三水区,马口,2023-04-1522时,0.69,7.50,涨
2023-04-15,佛山市,佛山市高明区,尼教,2023-04-1522时,0.61,,涨
2023-04-15,佛山市,佛山市禅城区,季华立交,2023-04-1523时,0.00,,平
2023-04-15,佛山市,佛山市禅城区,华宝隧道,2023-04-1523时,0.00,,平
2023-04-15,佛山市,佛山市禅城区,汾江隧道,2023-04-1522时,0.00,,平
2023-04-15,佛山市,佛山市禅城区,货站路,2023-04-1522时,0.02,,平
2023-04-15,佛山市,佛山市禅城区,季华隧道,2023-04-1523时,0.05,,平
2023-04-15,佛山市,佛山市三水区,沙头永乐路,2023-04-1523时,0.00,,平
2023-04-15,佛山市,佛山市禅城区,澜石三路,2023-04-1523时,0.00,,平
2023-04-15,佛山市,佛山市禅城区,文华公园,2023-04-1523时,0.01,,落
2023-04-15,佛山市,佛山市禅城区,裕和隧道,2023-04-1523时,0.00,,平
2023-04-15,佛山市,佛山市禅城区,天虹隧道,2023-04-1523时,0.00,,平
2023-04-15,佛山市,佛山市高明区,三和路,2023-04-1523时,0.00,,平
2023-04-15,佛山市,佛山市高明区,富湾小学,2023-04-1523时,0.01,,平
2023-04-15,佛山市,佛山市高明区,荷城广场,2023-04-1523时,0.00,,平
2023-04-15,佛山市,佛山市顺德区,德胜西路,2023-04-1523时,0.01,,平
2023-04-15,佛山市,佛山市顺德区,金沙大道,2023-04-1523时,0.00,,平
2023-04-15,佛山市,佛山市三水区,健力宝路,2023-04-1523时,0.05,,平
2023-04-15,佛山市,佛山市三水区,新华路,2023-04-1523时,0.03,,平
2023-04-15,佛山市,佛山市三水区,西青大道,2023-04-1523时,0.00,,平
2023-04-15,佛山市,佛山市三水区,云东海,2023-04-1523时,0.00,,平
2023-04-15,佛山市,佛山市三水区,张边入口,2023-04-1523时,0.02,,平
2023-04-15,佛山市,佛山市禅城区,(三防)亚艺湖,2023-04-1523时,0.67,,涨
2023-04-15,佛山市,佛山市禅城区,(三防)屈龙角涌,2023-04-1523时,0.70,,落
2023-04-15,佛山市,佛山市禅城区,(三防)大江涌,2023-04-1523时,0.80,,涨
2023-04-15,佛山市,佛山市禅城区,(三防)南北大涌,2023-04-1523时,0.20,,涨
2023-04-15,佛山市,佛山市三水区,(三防)大棉涌,2023-04-1523时,0.35,,涨
2023-04-15,佛山市,佛山市三水区,(三防)环山沟,2023-04-1523时,21.62,,平
2023-04-15,佛山市,佛山市三水区,(三防)海洲闸内,2023-04-1523时,2.10,,涨
2023-04-15,佛山市,佛山市顺德区,蚬沙(南华),2023-04-1523时,0.32,4.50,落
2023-04-15,佛山市,佛山市高明区,杨和,2023-04-1521时,0.45,,涨
2023-04-15,江门市,台山市,广海,2023-04-1523时,0.08,,涨
2023-04-15,江门市,鹤山市,宅梧镇河道,2023-04-1523时,17.58,,平
2023-04-15,江门市,恩平市,那吉镇河道,2023-04-1523时,25.13,,平
2023-04-15,江门市,鹤山市,沙坪,2023-04-1523时,0.65,,平
2023-04-15,江门市,恩平市,东成,2023-04-1523时,10.12,,平
2023-04-15,江门市,开平市,赤水,2023-04-1523时,4.24,,平
2023-04-15,江门市,恩平市,恩平,2023-04-1523时,98.49,,涨
2023-04-15,江门市,台山市,白沙,2023-04-1523时,0.69,,平
2023-04-15,江门市,台山市,响水潭,2023-04-1523时,0.51,,落
2023-04-15,江门市,鹤山市,双桥,2023-04-1523时,-0.73,,平
2023-04-15,江门市,开平市,沙塘,2023-04-1523时,0.77,,涨
2023-04-15,江门市,鹤山市,那水陂,2023-04-1523时,9.29,,涨
2023-04-15,江门市,江门市新会区,大二口泵站,2023-04-1523时,0.11,,落
2023-04-15,江门市,江门市新会区,河口水闸,2023-04-1523时,-0.45,,落
2023-04-15,江门市,鹤山市,龙头陂,2023-04-1523时,9.90,,平
2023-04-15,江门市,恩平市,潢步头,2023-04-1522时,4.29,,涨
2023-04-15,湛江市,雷州市,南渡河,2023-04-1522时,0.99,1.70,平
2023-04-15,湛江市,廉江市,那凌站,2023-04-1522时,42.60,,平
2023-04-15,湛江市,吴川市,板桥河板桥站,2023-04-1521时,0.36,,平
2023-04-15,湛江市,雷州市,雷高糖厂站,2023-04-1523时,15.37,,平
2023-04-15,湛江市,吴川市,高岭拦河坝下游,2023-04-1523时,4.50,,平
2023-04-15,湛江市,吴川市,梅菉(四),2023-04-1523时,2.61,4.80,涨
2023-04-15,湛江市,吴川市,鉴江拦河（上）,2023-04-1523时,0.16,,涨
2023-04-15,湛江市,雷州市,杨家,2023-04-1523时,0.88,,涨
2023-04-15,湛江市,吴川市,大岸,2023-04-1523时,-0.13,,涨
2023-04-15,湛江市,遂溪县,遂溪河,2023-04-1523时,3.01,,涨
2023-04-15,湛江市,湛江市赤坎区,军民闸（上）,2023-04-1523时,-0.02,,平
2023-04-15,湛江市,湛江市霞山区,海滨水厂,2023-04-1523时,0.11,,平
2023-04-15,湛江市,湛江市霞山区,东堤,2023-04-1523时,0.00,,平
2023-04-15,湛江市,遂溪县,城月,2023-04-1523时,9.47,,落
2023-04-15,湛江市,雷州市,杜陵,2023-04-1523时,7.38,,平
2023-04-15,湛江市,雷州市,英利,2023-04-1523时,7.84,,平
2023-04-15,湛江市,雷州市,调风,2023-04-1523时,40.47,,平
2023-04-15,湛江市,徐闻县,迈文,2023-04-1523时,59.29,,平
2023-04-15,湛江市,廉江市,鹤地水库(运河口),2023-04-1523时,32.69,,平
2023-04-15,湛江市,廉江市,木岭闸,2023-04-1523时,12.15,,平
2023-04-15,湛江市,廉江市,缸瓦窑(三),2023-04-1523时,3.31,7.00,平
2023-04-15,湛江市,廉江市,河水闸,2023-04-1523时,3.91,,平
2023-04-15,湛江市,廉江市,吉水,2023-04-1523时,14.87,,落
2023-04-15,湛江市,廉江市,安铺,2023-04-1523时,1.26,,涨
2023-04-15,湛江市,廉江市,廉城,2023-04-1523时,0.03,,平
2023-04-15,湛江市,廉江市,瑞坡,2023-04-1523时,29.50,31.00,涨
2023-04-15,湛江市,廉江市,高桥,2023-04-1523时,3.75,,平
2023-04-15,湛江市,吴川市,减洪河(三),2023-04-1523时,2.76,,落
2023-04-15,湛江市,吴川市,博历,2023-04-1523时,2.79,,平
2023-04-15,湛江市,廉江市,红江农场站,2023-04-1523时,17.53,,平
2023-04-15,湛江市,廉江市,良田水南桥站,2023-04-1523时,3.42,,落
2023-04-15,湛江市,雷州市,田东站,2023-04-1523时,0.77,,平
2023-04-15,湛江市,雷州市,松竹河北山仔站,2023-04-1523时,1.95,,平
2023-04-15,湛江市,雷州市,青铜水收获农场站,2023-04-1523时,54.16,,平
2023-04-15,茂名市,茂名市茂南区,车角山,2023-04-1523时,12.70,,涨
2023-04-15,茂名市,茂名市茂港区,长山园,2023-04-1523时,13.34,18.40,平
2023-04-15,茂名市,茂名市茂南区,茂名,2023-04-1523时,5.94,9.00,落
2023-04-15,茂名市,茂名市茂南区,旧村,2023-04-1523时,5.62,,平
2023-04-15,茂名市,高州市,龙头坳,2023-04-1523时,80.53,,平
2023-04-15,茂名市,化州市,那务,2023-04-1523时,26.07,,平
2023-04-15,茂名市,化州市,合江(二),2023-04-1523时,18.28,23.40,平
2023-04-15,茂名市,化州市,格塘,2023-04-1523时,8.11,,平
2023-04-15,茂名市,电白县,新河,2023-04-1523时,19.75,22.90,落
2023-04-15,茂名市,茂名市茂南区,袂花,2023-04-1523时,4.91,8.50,平
2023-04-15,茂名市,茂名市茂南区,名利闸,2023-04-1523时,4.85,,平
2023-04-15,茂名市,高州市,河口,2023-04-1523时,95.46,,落
2023-04-15,茂名市,高州市,合石,2023-04-1523时,101.10,,涨
2023-04-15,茂名市,高州市,良德水库(隧洞口),2023-04-1523时,49.41,,落
2023-04-15,茂名市,高州市,大拜,2023-04-1523时,96.54,,涨
2023-04-15,茂名市,高州市,罗平,2023-04-1523时,38.10,,涨
2023-04-15,茂名市,高州市,石骨水库(主渠),2023-04-1523时,59.96,,平
2023-04-15,茂名市,电白县,白沙仔,2023-04-1523时,1.95,,平
2023-04-15,茂名市,茂名市茂港区,水东,2023-04-1523时,-0.69,,落
2023-04-15,茂名市,信宜市,信宜,2023-04-1523时,70.62,,平
2023-04-15,茂名市,信宜市,十里,2023-04-1523时,52.10,,涨
2023-04-15,茂名市,信宜市,双狮,2023-04-1523时,58.37,,涨
2023-04-15,茂名市,高州市,潭头,2023-04-1523时,45.62,51.50,平
2023-04-15,茂名市,高州市,高州(四),2023-04-1523时,27.92,30.50,涨
2023-04-15,茂名市,化州市,官桥,2023-04-1523时,13.04,,平
2023-04-15,茂名市,信宜市,大成河道站,2023-04-1523时,309.99,,涨
2023-04-15,茂名市,信宜市,北界河道站,2023-04-1523时,78.48,,平
2023-04-15,茂名市,电白县,新圩河道站,2023-04-1523时,19.06,,落
2023-04-15,茂名市,高州市,秧地坡拦河坝闸,2023-04-1523时,30.40,,平
2023-04-15,茂名市,高州市,新垌河道站,2023-04-1523时,62.46,,涨
2023-04-15,茂名市,高州市,云潭河道站,2023-04-1523时,67.89,,平
2023-04-15,茂名市,高州市,大坡河道站,2023-04-1523时,131.90,,落
2023-04-15,茂名市,化州市,高岭拦河坝（上）,2023-04-1509时,8.17,,平
2023-04-15,茂名市,化州市,化州(城),2023-04-1522时,8.22,13.30,平
2023-04-15,茂名市,茂名市茂南区,白沙村,2023-04-1522时,4.79,,平
2023-04-15,茂名市,信宜市,径口,2023-04-1523时,161.60,,落
2023-04-15,茂名市,信宜市,怀乡（二）,2023-04-1521时,186.82,,涨
2023-04-15,茂名市,信宜市,旺沙,2023-04-1523时,154.62,,平
2023-04-15,茂名市,信宜市,锦衣,2023-04-1523时,250.64,,涨
2023-04-15,茂名市,信宜市,朱砂,2023-04-1523时,209.33,,落
2023-04-15,茂名市,信宜市,平塘,2023-04-1523时,229.93,,平
2023-04-15,茂名市,信宜市,车路底,2023-04-1523时,125.17,,涨
2023-04-15,茂名市,信宜市,白石,2023-04-1523时,275.52,,平
2023-04-15,茂名市,信宜市,思贺,2023-04-1523时,108.44,,落
2023-04-15,肇庆市,德庆县,小罗,2023-04-1523时,28.04,,落
2023-04-15,肇庆市,德庆县,佐岗,2023-04-1523时,16.03,,平
2023-04-15,肇庆市,高要市,水南,2023-04-1523时,26.98,,涨
2023-04-15,肇庆市,德庆县,高良,2023-04-1523时,41.54,,涨
2023-04-15,肇庆市,高要市,马鞍(高要),2023-04-1523时,4.68,,平
2023-04-15,肇庆市,高要市,白土,2023-04-1523时,2.72,,平
2023-04-15,肇庆市,封开县,封开江口,2023-04-1523时,1.81,,涨
2023-04-15,肇庆市,肇庆市端州区,高要,2023-04-1522时,0.69,10.00,涨
2023-04-15,肇庆市,德庆县,德庆(二),2023-04-1523时,0.61,15.00,涨
2023-04-15,肇庆市,封开县,南丰,2023-04-1523时,33.92,,涨
2023-04-15,肇庆市,封开县,古榄,2023-04-1523时,23.93,,落
2023-04-15,肇庆市,封开县,金装,2023-04-1523时,41.14,,落
2023-04-15,肇庆市,封开县,莲都,2023-04-1523时,40.21,,涨
2023-04-15,肇庆市,封开县,平凤,2023-04-1523时,9.33,,落
2023-04-15,肇庆市,封开县,罗董,2023-04-1523时,35.26,,落
2023-04-15,肇庆市,封开县,渔涝,2023-04-1522时,28.98,,涨
2023-04-15,肇庆市,广宁县,湘下,2023-04-1522时,36.90,,平
2023-04-15,肇庆市,广宁县,祝州,2023-04-1522时,9.42,,涨
2023-04-15,肇庆市,肇庆市鼎湖区,沙浦堤围管理所,2023-04-1522时,0.54,,落
2023-04-15,肇庆市,四会市,威整,2023-04-1523时,42.52,,平
2023-04-15,肇庆市,怀集县,怀集(二),2023-04-1523时,48.47,50.00,落
2023-04-15,肇庆市,广宁县,古水,2023-04-1523时,28.14,30.60,落
2023-04-15,肇庆市,四会市,四会,2023-04-1523时,7.83,10.80,涨
2023-04-15,肇庆市,怀集县,黄岗,2023-04-1523时,49.09,,落
2023-04-15,肇庆市,怀集县,大象(二),2023-04-1523时,1.69,,落
2023-04-15,肇庆市,怀集县,凤岗,2023-04-1523时,73.70,,平
2023-04-15,肇庆市,怀集县,甘洒,2023-04-1523时,47.51,,平
2023-04-15,肇庆市,怀集县,马池,2023-04-1523时,4.97,,平
2023-04-15,肇庆市,广宁县,上林,2023-04-1523时,72.24,,落
2023-04-15,肇庆市,广宁县,南街,2023-04-1523时,31.12,,落
2023-04-15,肇庆市,广宁县,宾亨,2023-04-1523时,22.03,,平
2023-04-15,肇庆市,四会市,仓丰,2023-04-1523时,7.98,,涨
2023-04-15,肇庆市,四会市,大旺围,2023-04-1523时,0.73,,涨
2023-04-15,肇庆市,肇庆市鼎湖区,丰乐堤围管理所（贝水）,2023-04-1523时,0.74,,落
2023-04-15,肇庆市,肇庆市鼎湖区,广利堤围管理所,2023-04-1523时,0.93,,落
2023-04-15,肇庆市,高要市,新桥,2023-04-1523时,1.34,,平
2023-04-15,肇庆市,广宁县,春水,2023-04-1523时,13.66,,平
2023-04-15,肇庆市,广宁县,牛岐,2023-04-1523时,29.49,,平
2023-04-15,惠州市,博罗县,福田新桥,2023-04-1523时,14.81,,平
2023-04-15,惠州市,龙门县,路溪河路溪学校桥,2023-04-1523时,60.77,,平
2023-04-15,惠州市,惠东县,黄沙塘站,2023-04-1523时,10.83,,平
2023-04-15,惠州市,惠东县,松坑站,2023-04-1523时,198.30,,平
2023-04-15,惠州市,惠东县,青山坳老楼河段,2023-04-1523时,60.07,,平
2023-04-15,惠州市,博罗县,观音阁(二),2023-04-1523时,18.03,26.00,涨
2023-04-15,惠州市,惠州市惠城区,岭下,2023-04-1523时,11.35,19.50,落
2023-04-15,惠州市,惠州市惠城区,惠阳(二),2023-04-1523时,10.81,13.00,平
2023-04-15,惠州市,博罗县,博罗(二),2023-04-1523时,0.91,11.20,涨
2023-04-15,惠州市,博罗县,龙华,2023-04-1523时,5.38,,平
2023-04-15,惠州市,龙门县,渡头,2023-04-1523时,89.08,,落
2023-04-15,惠州市,龙门县,龙门,2023-04-1523时,67.09,,落
2023-04-15,惠州市,龙门县,香溪(二),2023-04-1523时,35.00,38.85,平
2023-04-15,惠州市,惠州市惠城区,大岚,2023-04-1523时,54.93,,平
2023-04-15,惠州市,博罗县,杨村,2023-04-1523时,18.10,23.00,涨
2023-04-15,惠州市,惠东县,多祝,2023-04-1523时,20.50,,落
2023-04-15,惠州市,惠东县,平山(二),2023-04-1523时,16.87,20.00,涨
2023-04-15,惠州市,惠阳区,平潭(二),2023-04-1523时,10.70,17.20,平
2023-04-15,惠州市,惠东县,九洲,2023-04-1523时,37.73,,涨
2023-04-15,惠州市,惠东县,瓦窑,2023-04-1523时,24.59,,平
2023-04-15,惠州市,惠阳区,白石,2023-04-1523时,18.71,,平
2023-04-15,惠州市,惠东县,白花,2023-04-1523时,13.21,,平
2023-04-15,惠州市,惠阳区,淡水,2023-04-1523时,13.21,18.60,平
2023-04-15,惠州市,博罗县,响水,2023-04-1523时,19.85,,平
2023-04-15,惠州市,博罗县,桔子圩,2023-04-1523时,23.91,,平
2023-04-15,惠州市,博罗县,小金口,2023-04-1523时,13.78,,平
2023-04-15,惠州市,博罗县,下塘,2023-04-1523时,25.97,,落
2023-04-15,惠州市,博罗县,塔下,2023-04-1523时,20.91,,平
2023-04-15,梅州市,兴宁市,瑶兴,2023-04-1523时,291.57,,平
2023-04-15,梅州市,梅　县,横山(二),2023-04-1522时,45.08,52.00,涨
2023-04-15,梅州市,五华县,潭下,2023-04-1522时,159.56,,涨
2023-04-15,梅州市,梅　县,宝坑,2023-04-1522时,2.19,,落
2023-04-15,梅州市,大埔县,溪口,2023-04-1522时,8.84,11.00,涨
2023-04-15,梅州市,五华县,洞口,2023-04-1523时,151.88,,涨
2023-04-15,梅州市,五华县,尖山,2023-04-1523时,6.13,13.50,平
2023-04-15,梅州市,兴宁市,水口(二),2023-04-1523时,75.97,82.50,落
2023-04-15,梅州市,梅州市梅江区,梅县(四),2023-04-1523时,74.08,76.00,涨
2023-04-15,梅州市,大埔县,三河坝(三),2023-04-1523时,38.19,42.00,涨
2023-04-15,梅州市,丰顺县,留隍,2023-04-1523时,14.50,22.00,涨
2023-04-15,梅州市,五华县,河子口,2023-04-1523时,112.21,121.90,落
2023-04-15,梅州市,五华县,文里,2023-04-1523时,132.53,,涨
2023-04-15,梅州市,兴宁市,罗岗,2023-04-1523时,143.31,,涨
2023-04-15,梅州市,兴宁市,兴宁,2023-04-1523时,104.59,,平
2023-04-15,梅州市,兴宁市,坩砖,2023-04-1523时,150.66,,涨
2023-04-15,梅州市,梅　县,红星,2023-04-1523时,89.79,,平
2023-04-15,梅州市,梅　县,荷泗,2023-04-1523时,180.08,,平
2023-04-15,梅州市,平远县,石正,2023-04-1523时,195.76,,平
2023-04-15,梅州市,梅　县,长滩,2023-04-1523时,85.92,,涨
2023-04-15,梅州市,梅　县,龙虎(二),2023-04-1523时,3.08,,涨
2023-04-15,梅州市,蕉岭县,长潭(坝下),2023-04-1523时,100.79,,涨
2023-04-15,梅州市,蕉岭县,新铺,2023-04-1523时,75.09,,涨
2023-04-15,梅州市,平远县,差干,2023-04-1523时,196.40,,涨
2023-04-15,梅州市,平远县,楼前,2023-04-1523时,276.44,,平
2023-04-15,梅州市,平远县,河头,2023-04-1523时,210.51,,平
2023-04-15,梅州市,蕉岭县,三坑,2023-04-1523时,93.87,,涨
2023-04-15,梅州市,平远县,东石,2023-04-1523时,141.80,,平
2023-04-15,梅州市,梅　县,隆文,2023-04-1523时,156.19,,落
2023-04-15,梅州市,平远县,平远,2023-04-1523时,147.31,,涨
2023-04-15,梅州市,梅　县,鸡卵滩,2023-04-1523时,65.56,,落
2023-04-15,梅州市,大埔县,永定,2023-04-1523时,176.80,,平
