日期,市（洲）,站点编号,站名,站类,水位,流量,昨日涨落
2023-04-26,荆门,61919850,长寿,ZZ,47.72,,-0.06
2023-04-26,荆门,62101000,皮集,ZZ,39.81,,-0.18
2023-04-26,荆门,62206750,永隆,ZZ,23.12,,0.08
2023-04-26,荆门,62209350,罗店,ZZ,41.62,,-0.03
2023-04-26,荆门,60912000,马头寨,ZZ,63.92,,0.00
2023-04-26,荆门,60915000,林家港,ZZ,115.07,,0.01
2023-04-26,荆门,60917020,烟墩集（闸下）,ZZ,110.98,,-0.11
2023-04-26,荆门,62206760,东引河,ZZ,34.85,,0.03
2023-04-26,荆门,61919455,石桥驿,ZQ,50.64,1.94,-0.01
2023-04-26,荆门,61012600,拾桥,ZQ,30.43,35.0,0.01
2023-04-26,荆门,61016580,李市,ZQ,31.37,8.56,-0.09
2023-04-26,荆门,62104001,拾桥（马良集）闸上,ZQ,36.81,,0.00
2023-04-26,荆门,62104002,拾桥（马良集）闸下,ZQ,36.81,,0.00
2023-04-26,荆门,61919355,（章村铺)丰乐,ZQ,45.76,11.2,0.00
2023-04-26,荆门,61919450,磷矿（陈安）,ZQ,43.08,0.00,-0.28
2023-04-26,荆门,61919650,（东桥）客店坡,ZQ,106.90,0.800,-0.16
2023-04-26,荆门,61919760,北新集,ZQ,38.52,6.70,0.00
2023-04-26,荆门,62102010,红金（闸上）,ZQ,41.30,,-0.21
2023-04-26,荆门,62102020,红金（闸下）,ZQ,38.14,,0.16
2023-04-26,荆门,62207640,绿化（杨家峰）,ZQ,23.14,0.587,-0.01
2023-04-26,荆门,62208200,车桥河（京山）,ZQ,52.67,0.860,0.00
2023-04-26,荆门,62209300,宋河,ZQ,54.40,0.00,-0.05
2023-04-26,天门,62206950,龙骨湖,ZZ,21.31,,-0.26
2023-04-26,天门,62206900,天门,ZQ,23.74,29.3,-0.23
2023-04-26,天门,62208300,皂市,ZQ,21.39,,-0.26
2023-04-26,天门,62211950,刘家河泵,ZZ,22.62,,-0.14
2023-04-26,天门,62206920,老龙堤闸(上),ZQ,,,--
2023-04-26,天门,62206922,老龙堤闸(下),ZZ,,,--
2023-04-26,天门,62211700,净潭,ZZ,,,--
2023-04-26,天门,62211750,华严湖,ZQ,22.36,0.00,-0.18
2023-04-26,天门,62211850,沉湖北,ZQ,22.94,11.7,-0.66
2023-04-26,天门,62211900,沉湖南,ZQ,22.99,15.0,-0.69
2023-04-26,荆州,61501085,法华寺(街河市),ZZ,34.32,,-0.35
2023-04-26,荆州,61501520,里甲口,ZZ,34.96,,-0.17
2023-04-26,荆州,61501700,闸口,,,,--
2023-04-26,荆州,61501720,沙厂,ZZ,33.34,,-0.10
2023-04-26,荆州,60919000,横沟市(南口),ZQ,29.93,64.1,0.15
2023-04-26,荆州,61015040,观音垱,ZZ,25.79,,-0.40
2023-04-26,荆州,61015060,何桥,ZZ,27.10,,-0.61
2023-04-26,荆州,61015080,渡佛寺（周湾）,ZZ,26.03,,0.00
2023-04-26,荆州,61015140,樊桥,ZZ,27.41,,-0.22
2023-04-26,荆州,61018000,挖沟咀,ZZ,25.07,,0.05
2023-04-26,荆州,61016130,桐梓湖,ZZ,24.75,,-0.06
2023-04-26,荆州,61016170,万全（沙口）,ZZ,25.10,,-0.01
2023-04-26,荆州,61016210,峰口,ZZ,25.19,,-0.06
2023-04-26,荆州,61016240,汊河,ZZ,24.16,,-0.01
2023-04-26,荆州,61016300,乌林（小港）,ZZ,21.93,,-0.52
2023-04-26,荆州,61017040,二分场,ZZ,26.61,,-0.02
2023-04-26,荆州,61015160,沙岗,ZZ,23.25,,-0.46
2023-04-26,荆州,60908500,万城,ZQ,33.97,,0.00
2023-04-26,荆州,61014500,长湖,ZZ,30.18,,-0.01
2023-04-26,荆州,61500900,沙溪坪,ZQ,91.96,0.508,-0.33
2023-04-26,孝感,50202245,宣化店,ZZ,68.59,,-0.17
2023-04-26,孝感,62201800,卧龙潭,ZZ,21.82,,0.10
2023-04-26,孝感,62205800,孝感,ZZ,23.59,,0.65
2023-04-26,孝感,62210800,五房台,ZZ,23.80,,0.08
2023-04-26,孝感,62210820,余家咀,ZZ,23.18,,-0.20
2023-04-26,孝感,62201900,云梦,ZZ,21.68,,-0.02
2023-04-26,孝感,62202150,滚子河,ZZ,23.19,,0.25
2023-04-26,孝感,62205700,小环河,ZZ,22.85,,0.17
2023-04-26,孝感,62205900,复兴河,ZZ,22.52,,-0.04
2023-04-26,孝感,62209500,喻家闸（小富水）,ZZ,25.84,,0.05
2023-04-26,孝感,62210650,北支河,ZZ,21.45,,-0.25
2023-04-26,孝感,62212180,军垦河,ZZ,25.85,,0.00
2023-04-26,孝感,62212320,庙五河,ZZ,22.94,,-0.21
2023-04-26,孝感,50201991,竹竿河,ZQ,74.51,2.94,-0.06
2023-04-26,孝感,62205400,草店,ZQ,33.11,12.9,-0.08
2023-04-26,孝感,61609050,滠水,ZQ,,,--
2023-04-26,孝感,62200900,漳水,ZQ,21.63,1.30,0.01
2023-04-26,孝感,62201100,溠山河,ZQ,31.07,0.110,0.00
2023-04-26,孝感,62201300,清水河,ZQ,49.93,1.61,-0.01
2023-04-26,孝感,62201400,隔蒲潭,ZQ,23.48,150,-0.04
2023-04-26,孝感,62201500,凤凰河,ZQ,19.62,1.96,-0.03
2023-04-26,孝感,62201700,县河,ZQ,22.62,0.106,-0.15
2023-04-26,孝感,62202100,杨店河,ZQ,19.51,1.74,0.02
2023-04-26,孝感,62205350,大悟河,ZQ,39.51,9.01,0.00
2023-04-26,孝感,62205500,晏家河,ZQ,31.56,3.96,0.05
2023-04-26,孝感,62205600,花园,ZQ,34.22,114,0.04
2023-04-26,孝感,62206500,应山河,ZQ,37.85,7.86,0.05
2023-04-26,孝感,62208700,张万（引水河）,DD,,,--
2023-04-26,孝感,62209400,应城（二）,ZQ,25.53,1.88,0.05
2023-04-26,孝感,62210610,南支河,ZQ,21.52,21.2,-0.23
2023-04-26,孝感,62212300,夏新河,DD,,,--
2023-04-26,仙桃,62213330,老里仁口,ZZ,23.00,,-0.15
2023-04-26,仙桃,62213340,郭兴口,ZZ,21.84,59.5,-0.12
2023-04-26,仙桃,62213360,庆丰,ZZ,22.65,,-0.10
2023-04-26,仙桃,61804715,鱼嘴,ZZ,22.82,,0.01
2023-04-26,仙桃,62213345,楼子台,ZQ,22.11,,-0.11
2023-04-26,仙桃,62213350,郭河,ZQ,23.40,6.22,-0.31
2023-04-26,仙桃,62213400,彭场,ZQ,22.19,39.3,-0.12
2023-04-26,仙桃,62213380,余场,ZQ,22.04,31.2,-0.08
2023-04-26,鄂州,61602500,高河,ZQ,19.27,7.03,0.23
2023-04-26,鄂州,61603700,花湖,ZQ,18.14,0.00,-0.02
2023-04-26,鄂州,61602600,梁子镇,ZZ,17.80,,0.00
2023-04-26,鄂州,61603600,薛家沟,ZQ,16.68,0.680,-0.09
2023-04-26,鄂州,61603610,鸭儿湖,ZZ,17.66,,-0.05
2023-04-26,鄂州,61603620,大庙,ZZ,17.88,,0.06
2023-04-26,鄂州,61602700,陈家咀,ZZ,17.34,,0.04
2023-04-26,恩施,61002010,北门,ZZ,404.21,,0.00
2023-04-26,恩施,61004980,官坡,ZZ,404.05,,-0.04
2023-04-26,恩施,61005148,巴公溪,ZZ,399.41,,-0.02
2023-04-26,恩施,61005146,南门,ZZ,7.10,,0.48
2023-04-26,恩施,60514020,万福河,ZZ,329.37,,-0.11
2023-04-26,恩施,61008100,野三河电站,ZZ,458.04,,0.00
2023-04-26,恩施,61001900,大龙潭坝下,ZZ,424.73,,1.26
2023-04-26,恩施,60811613,毛滩河,RR,,,--
2023-04-26,恩施,60811583,峡口塘下,ZZ,403.00,,1.77
2023-04-26,恩施,60513640,梅子水,ZZ,1109.54,,0.00
2023-04-26,恩施,60513460,建南水位站,ZZ,644.78,,0.00
2023-04-26,恩施,61007100,小溪口坝下,ZZ,481.46,,0.84
2023-04-26,恩施,61312930,接龙桥,ZZ,445.17,,0.00
2023-04-26,恩施,61312965,绿水,ZZ,484.13,,-0.11
2023-04-26,恩施,61006300,咸丰水位站,ZZ,693.00,,0.00
2023-04-26,恩施,61401580,湖坪,ZZ,1293.49,,-0.02
2023-04-26,恩施,61312830,沙道沟,ZZ,554.15,,-0.01
2023-04-26,恩施,61001801,屯堡,ZZ,454.81,,0.46
2023-04-26,恩施,60811580,五里峡,ZQ,,,--
2023-04-26,恩施,61001810,龙王塘,ZZ,475.99,,-0.10
2023-04-26,恩施,61005950,高拱桥,ZQ,420.82,1.56,-0.03
2023-04-26,恩施,61000900,大庙,ZQ,1024.21,0.342,-0.12
2023-04-26,恩施,61006000,金银溪,ZQ,430.34,9.16,-0.14
2023-04-26,恩施,61001700,姚家坪,ZQ,574.52,15.8,-0.06
2023-04-26,恩施,61007800,阎家坪,ZQ,483.66,5.42,-0.01
2023-04-26,恩施,61007550,太阳河,ZQ,738.66,0.173,0.00
2023-04-26,恩施,61004970,三孔桥,ZQ,421.37,1.23,-0.08
2023-04-26,恩施,61002050,华家台,ZQ,396.97,26.8,-0.05
2023-04-26,恩施,61004960,龙凤坝,ZQ,427.46,0.833,-0.14
2023-04-26,恩施,61026900,龙马,RR,,,--
2023-04-26,恩施,61004990,喻家河,RR,,,--
2023-04-26,恩施,61002000,恩施,ZQ,408.64,9.95,0.00
2023-04-26,恩施,61000500,利川(二),ZQ,63.93,3.04,-0.02
2023-04-26,恩施,60814000,忠路,ZQ,610.35,4.00,-0.07
2023-04-26,恩施,61003900,岩洞寺,ZQ,1070.93,0.596,-0.01
2023-04-26,恩施,61007490,建始城关,ZQ,554.19,2.46,-0.01
2023-04-26,恩施,61007600,松林坝,,,,--
2023-04-26,恩施,60514050,石板坪,ZQ,177.24,21.2,-0.06
2023-04-26,恩施,61312840,来凤,ZQ,442.18,44.0,-0.14
2023-04-26,恩施,61312871,纳吉滩坝下,ZQ,344.57,,0.17
2023-04-26,恩施,61312995,忠城,ZQ,352.79,7.26,-0.05
2023-04-26,恩施,60810950,大河边,ZQ,27.56,0.652,-1.18
2023-04-26,恩施,60813000,野猫河,ZQ,751.72,2.90,-0.03
2023-04-26,恩施,60811151,南河,,,,--
2023-04-26,恩施,60811152,青狮峡,,,,--
2023-04-26,恩施,61401610,鹤峰,ZQ,76.59,3.53,-0.04
2023-04-26,恩施,61406500,南渡江,,,,--
2023-04-26,恩施,61401720,鸡公洞,,,,--
2023-04-26,恩施,61401950,江坪河,ZQ,289.50,1.11,0.00
2023-04-26,恩施,61402080,瓦窑渡,ZQ,230.33,2.95,0.00
2023-04-26,恩施,61006500,宣恩(二),ZQ,493.81,46.8,0.00
2023-04-26,恩施,61312925,李家河,ZZ,2.00,,2.00
2023-04-26,恩施,61312920,高罗,ZQ,579.54,1.35,-0.04
2023-04-26,恩施,61006810,洞坪坝下,ZQ,379.47,28.2,-0.30
2023-04-26,恩施,61007220,老渡口坝下,ZQ,392.12,49.5,-1.93
2023-04-26,咸宁,61606150,大路（通山河）,ZZ,64.81,,-0.02
2023-04-26,咸宁,61607450,闯王(内港),ZZ,89.80,,-0.02
2023-04-26,咸宁,61607600,黄沙（梅田）,ZZ,97.34,,-0.06
2023-04-26,咸宁,61607680,杨林(沙店),ZZ,80.61,,0.00
2023-04-26,咸宁,61625000,厦铺（二）,ZZ,80.06,,0.15
2023-04-26,咸宁,61602830,高桥（双溪）,ZZ,46.27,,0.00
2023-04-26,咸宁,61701000,赵李桥(新店河),ZZ,41.72,,-0.10
2023-04-26,咸宁,61714500,龙潭(马桥),ZZ,25.72,,-0.12
2023-04-26,咸宁,61702800,沙坪（天城）,ZZ,61.06,,0.00
2023-04-26,咸宁,61708800,马港,ZZ,111.14,,-0.02
2023-04-26,咸宁,61708970,港口（雨山）,ZZ,,,--
2023-04-26,咸宁,61714000,三州,ZZ,21.33,,0.00
2023-04-26,咸宁,61746500,王家庄,ZZ,10.30,,0.01
2023-04-26,咸宁,61606200,明水,ZQ,53.46,0.00,-0.02
2023-04-26,咸宁,61607300,通山,PP,57.37,,-0.03
2023-04-26,咸宁,61607500,横石,PP,61.96,,-0.03
2023-04-26,咸宁,61607700,洪港,PP,58.85,,0.02
2023-04-26,咸宁,61606000,大屋场,ZQ,163.30,2.78,-0.01
2023-04-26,咸宁,61606160,通羊,ZQ,59.93,11.8,59.93
2023-04-26,咸宁,61607850,横石潭,ZQ,61.01,12.1,0.00
2023-04-26,咸宁,61607610,小港口,ZQ,63.06,3.90,0.33
2023-04-26,咸宁,61713000,十好桥,ZQ,22.56,26.9,-0.02
2023-04-26,咸宁,61701002,新店,ZQ,23.43,63.6,0.00
2023-04-26,咸宁,61709150,赤壁(赤马港),ZQ,28.16,5.87,-0.08
2023-04-26,咸宁,61710980,汀泗桥,ZQ,24.05,18.3,-0.28
2023-04-26,咸宁,61707000,通城,ZQ,.32,0.00,-0.07
2023-04-26,咸宁,61701900,菖蒲港,ZQ,88.81,280,-0.06
2023-04-26,咸宁,61703200,天城,ZQ,54.49,6.75,-0.25
2023-04-26,咸宁,61707350,铁柱岭,ZQ,83.81,0.767,-0.01
2023-04-26,咸宁,61712950,温泉,ZQ,25.81,187,-0.13
2023-04-26,咸宁,61710850,嘉鱼,ZQ,21.31,65.7,-0.06
2023-04-26,,,,,,,
2023-04-27,武汉,61600400,南湖,ZZ,19.13,,0.00
2023-04-27,武汉,61600550,青龙咀（三）,ZZ,18.43,,-0.04
2023-04-27,武汉,61600560,黄家湖,ZZ,18.36,,-0.01
2023-04-27,武汉,61600570,青菱湖,ZZ,18.10,,0.00
2023-04-27,武汉,61600600,沙湖,ZZ,19.95,,0.00
2023-04-27,武汉,61601200,东湖,ZZ,19.86,,0.00
2023-04-27,武汉,61601203,罗家港,ZZ,18.14,,-0.02
2023-04-27,武汉,61601204,北洋桥,ZZ,18.82,,0.00
2023-04-27,武汉,61601400,北湖,ZZ,18.60,,-0.06
2023-04-27,武汉,61601510,严西湖,ZZ,19.02,,0.01
2023-04-27,武汉,61601550,严东湖,ZZ,18.28,,-0.06
